,VIII_NNN,VI_PNP,V_PNN,VIII_NNP,X_NNP,II_NPP,XI_NNP,VII_NPP,III_NPP,XII_PPN,VII_NNN,IX_NNP,IV_NPP,VII_PNN,I_PPN,XI_NNN,VII_NPN,V_NNP,IX_PPP,IV_PPP,IV_PPN,II_PNN,XI_NPN,I_PPP,XI_PPN,X_PPN,V_PPN,III_NNN,VI_NNN,XI_PPP,V_PNP,XI_NPP,II_PPN,I_NNP,X_NPN,X_NNN,IV_PNN,VIII_PNP,I_NPP,X_PNN,XI_PNP,XII_PNN,XII_NPP,VIII_PPN,XII_NNP,V_NPP,VI_NNP,VI_PNN,I_PNN,II_PPP,VIII_NPN,XII_PPP,IX_PPN,VII_NNP,XI_PNN,X_PNP,IV_PNP,II_PNP,VII_PPN,IX_PNN,III_NNP,VI_PPP,II_NPN,V_NPN,VIII_NPP,V_PPP,IX_NPP,IV_NPN,I_NNN,IV_NNN,VI_PPN,III_PPP,III_NPN,III_PNP,VI_NPN,IV_NNP,IX_NPN,X_NPP,VI_NPP,VIII_PPP,IX_NNN,II_NNN,II_NNP,I_NPN,VIII_PNN,XII_NPN,XII_NNN,III_PPN,VII_PPP,V_NNN,VII_PNP,IX_PNP,X_PPP,XII_PNP,III_PNN,I_PNP
113,0.014,0.012,0.016,0.014,0.01,0.006,0.008,0.006,0.008,0.0,0.014,0.01,0.014,0.012,0.012,0.01,0.008,0.012,0.01,0.01,0.008,0.01,0.01,0.016,0.01,0.006,0.008,0.01,0.014,0.01,0.01,0.008,0.01,0.008,0.01,0.01,0.014,0.01,0.01,0.014,0.01,0.0,0.0,0.01,0.0,0.01,0.01,0.008,0.008,0.01,0.014,0.0,0.008,0.012,0.006,0.01,0.008,0.012,0.008,0.01,0.008,0.01,0.01,0.008,0.008,0.01,0.016,0.012,0.008,0.01,0.01,0.01,0.01,0.014,0.012,0.01,0.012,0.008,0.008,0.01,0.02,0.014,0.01,0.012,0.014,0.0,0.086,0.01,0.008,0.006,0.012,0.014,0.008,0.0,0.008,0.008
114,0.014,0.012,0.016,0.014,0.01,0.006,0.008,0.006,0.008,0.0,0.014,0.01,0.014,0.012,0.012,0.01,0.008,0.012,0.01,0.01,0.008,0.01,0.01,0.016,0.01,0.006,0.008,0.01,0.014,0.01,0.01,0.008,0.01,0.008,0.01,0.01,0.014,0.01,0.01,0.014,0.01,0.0,0.0,0.01,0.0,0.01,0.01,0.008,0.008,0.01,0.014,0.0,0.008,0.012,0.006,0.01,0.008,0.012,0.008,0.01,0.008,0.01,0.01,0.008,0.008,0.01,0.016,0.012,0.008,0.01,0.01,0.01,0.01,0.014,0.012,0.01,0.012,0.008,0.008,0.01,0.02,0.014,0.01,0.012,0.014,0.0,0.086,0.01,0.008,0.006,0.012,0.014,0.008,0.0,0.008,0.008
115,0.014,0.012,0.016,0.014,0.01,0.006,0.008,0.006,0.008,0.0,0.014,0.01,0.014,0.012,0.012,0.01,0.008,0.012,0.01,0.01,0.008,0.01,0.01,0.016,0.01,0.006,0.008,0.01,0.014,0.01,0.01,0.008,0.01,0.008,0.01,0.01,0.014,0.01,0.01,0.014,0.01,0.0,0.0,0.01,0.0,0.01,0.01,0.008,0.008,0.01,0.014,0.0,0.008,0.012,0.006,0.01,0.008,0.012,0.008,0.01,0.008,0.01,0.01,0.008,0.008,0.01,0.016,0.012,0.008,0.01,0.01,0.01,0.01,0.014,0.012,0.01,0.012,0.008,0.008,0.01,0.02,0.014,0.01,0.012,0.014,0.0,0.086,0.01,0.008,0.006,0.012,0.014,0.008,0.0,0.008,0.008
116,0.014,0.012,0.016,0.014,0.01,0.006,0.008,0.006,0.008,0.0,0.014,0.01,0.014,0.012,0.01,0.01,0.008,0.012,0.01,0.01,0.008,0.01,0.01,0.016,0.01,0.006,0.008,0.012,0.014,0.01,0.01,0.008,0.01,0.008,0.01,0.01,0.014,0.01,0.01,0.014,0.01,0.0,0.0,0.01,0.0,0.01,0.01,0.008,0.008,0.01,0.014,0.0,0.008,0.012,0.006,0.01,0.008,0.012,0.008,0.01,0.008,0.01,0.01,0.008,0.008,0.01,0.016,0.012,0.008,0.01,0.01,0.01,0.01,0.014,0.012,0.01,0.012,0.008,0.008,0.01,0.02,0.014,0.01,0.012,0.014,0.0,0.086,0.01,0.008,0.006,0.012,0.014,0.008,0.0,0.008,0.008
117,0.014,0.012,0.016,0.014,0.01,0.006,0.008,0.006,0.008,0.0,0.014,0.01,0.014,0.012,0.01,0.01,0.008,0.012,0.01,0.01,0.008,0.01,0.01,0.016,0.01,0.006,0.008,0.012,0.014,0.01,0.01,0.008,0.01,0.008,0.01,0.01,0.014,0.01,0.01,0.014,0.01,0.0,0.0,0.01,0.0,0.01,0.01,0.008,0.008,0.01,0.014,0.0,0.008,0.012,0.006,0.01,0.008,0.012,0.008,0.01,0.008,0.01,0.01,0.008,0.008,0.01,0.016,0.012,0.008,0.01,0.01,0.01,0.01,0.014,0.012,0.01,0.012,0.008,0.008,0.01,0.02,0.014,0.01,0.012,0.014,0.0,0.086,0.01,0.008,0.006,0.012,0.014,0.008,0.0,0.008,0.008
118,0.014,0.012,0.016,0.014,0.01,0.006,0.008,0.006,0.008,0.0,0.014,0.01,0.014,0.012,0.01,0.01,0.008,0.012,0.01,0.01,0.008,0.01,0.01,0.016,0.01,0.006,0.008,0.012,0.014,0.01,0.01,0.008,0.01,0.008,0.01,0.01,0.014,0.01,0.01,0.014,0.01,0.0,0.0,0.01,0.0,0.01,0.01,0.008,0.008,0.01,0.014,0.0,0.008,0.01,0.006,0.01,0.008,0.012,0.008,0.01,0.008,0.01,0.01,0.008,0.008,0.01,0.016,0.012,0.008,0.01,0.01,0.01,0.01,0.014,0.012,0.01,0.012,0.008,0.008,0.01,0.02,0.014,0.01,0.012,0.014,0.0,0.086,0.01,0.008,0.006,0.012,0.014,0.01,0.0,0.008,0.008
119,0.014,0.012,0.016,0.014,0.01,0.006,0.008,0.006,0.008,0.0,0.014,0.01,0.014,0.012,0.01,0.01,0.008,0.012,0.01,0.01,0.008,0.01,0.01,0.016,0.01,0.006,0.008,0.012,0.014,0.01,0.01,0.008,0.01,0.008,0.01,0.01,0.014,0.01,0.01,0.014,0.01,0.0,0.0,0.01,0.0,0.01,0.01,0.008,0.008,0.01,0.014,0.0,0.008,0.01,0.006,0.01,0.008,0.012,0.008,0.01,0.008,0.01,0.01,0.008,0.008,0.01,0.016,0.012,0.008,0.01,0.01,0.01,0.01,0.014,0.012,0.01,0.012,0.008,0.008,0.01,0.02,0.014,0.01,0.012,0.014,0.0,0.086,0.01,0.008,0.006,0.012,0.014,0.01,0.0,0.008,0.008
120,0.014,0.012,0.016,0.014,0.01,0.006,0.008,0.006,0.008,0.0,0.014,0.01,0.014,0.012,0.01,0.01,0.008,0.012,0.01,0.01,0.008,0.01,0.01,0.016,0.01,0.006,0.008,0.014,0.014,0.01,0.01,0.008,0.01,0.008,0.01,0.01,0.014,0.01,0.01,0.014,0.01,0.0,0.0,0.01,0.0,0.01,0.01,0.008,0.008,0.01,0.014,0.0,0.008,0.01,0.006,0.01,0.008,0.012,0.008,0.01,0.008,0.01,0.01,0.008,0.008,0.01,0.016,0.012,0.006,0.01,0.01,0.01,0.01,0.014,0.012,0.01,0.012,0.008,0.008,0.01,0.02,0.014,0.01,0.012,0.014,0.0,0.086,0.01,0.008,0.006,0.012,0.014,0.01,0.0,0.008,0.008
121,0.014,0.012,0.016,0.014,0.01,0.006,0.008,0.006,0.008,0.0,0.014,0.01,0.014,0.012,0.01,0.01,0.008,0.012,0.01,0.01,0.008,0.01,0.01,0.016,0.01,0.006,0.008,0.014,0.014,0.01,0.01,0.008,0.01,0.008,0.01,0.01,0.014,0.01,0.01,0.014,0.01,0.0,0.0,0.01,0.0,0.01,0.01,0.008,0.008,0.01,0.014,0.0,0.008,0.01,0.006,0.01,0.008,0.012,0.008,0.01,0.008,0.01,0.01,0.008,0.008,0.01,0.016,0.012,0.006,0.01,0.01,0.01,0.01,0.014,0.012,0.01,0.012,0.008,0.008,0.01,0.02,0.014,0.01,0.012,0.014,0.0,0.086,0.01,0.008,0.006,0.012,0.014,0.01,0.0,0.008,0.008
122,0.014,0.012,0.016,0.014,0.01,0.006,0.008,0.006,0.008,0.0,0.014,0.01,0.014,0.012,0.01,0.01,0.008,0.012,0.01,0.01,0.008,0.01,0.01,0.016,0.01,0.006,0.008,0.014,0.014,0.01,0.01,0.008,0.01,0.008,0.01,0.01,0.014,0.01,0.01,0.014,0.01,0.0,0.0,0.01,0.0,0.01,0.01,0.008,0.008,0.008,0.014,0.0,0.008,0.01,0.006,0.01,0.008,0.012,0.008,0.012,0.008,0.01,0.01,0.008,0.008,0.01,0.016,0.012,0.006,0.01,0.01,0.01,0.01,0.014,0.012,0.01,0.012,0.008,0.008,0.01,0.02,0.014,0.01,0.012,0.014,0.0,0.086,0.01,0.008,0.006,0.012,0.014,0.01,0.0,0.008,0.008
123,0.014,0.012,0.016,0.014,0.01,0.006,0.008,0.006,0.008,0.0,0.014,0.01,0.014,0.012,0.01,0.01,0.008,0.012,0.01,0.01,0.008,0.01,0.01,0.016,0.01,0.006,0.008,0.014,0.014,0.01,0.01,0.008,0.01,0.008,0.01,0.01,0.014,0.01,0.01,0.014,0.01,0.0,0.0,0.01,0.0,0.01,0.01,0.008,0.008,0.008,0.014,0.0,0.008,0.01,0.006,0.01,0.008,0.012,0.008,0.012,0.008,0.01,0.01,0.008,0.008,0.01,0.016,0.012,0.006,0.01,0.01,0.01,0.01,0.014,0.012,0.01,0.012,0.008,0.008,0.01,0.02,0.014,0.01,0.012,0.014,0.0,0.086,0.01,0.008,0.006,0.012,0.014,0.01,0.0,0.008,0.008
124,0.014,0.012,0.016,0.014,0.01,0.006,0.008,0.006,0.008,0.0,0.014,0.01,0.014,0.012,0.01,0.01,0.008,0.012,0.01,0.01,0.008,0.01,0.01,0.016,0.01,0.006,0.008,0.014,0.014,0.01,0.01,0.008,0.01,0.008,0.01,0.01,0.014,0.01,0.01,0.014,0.01,0.0,0.0,0.01,0.0,0.01,0.01,0.008,0.008,0.008,0.014,0.0,0.008,0.01,0.006,0.01,0.008,0.012,0.008,0.012,0.008,0.01,0.01,0.008,0.008,0.01,0.016,0.012,0.006,0.01,0.01,0.01,0.01,0.014,0.012,0.01,0.012,0.008,0.008,0.01,0.02,0.014,0.01,0.012,0.014,0.0,0.086,0.01,0.008,0.006,0.012,0.014,0.01,0.0,0.008,0.008
125,0.014,0.012,0.016,0.014,0.01,0.006,0.008,0.006,0.008,0.0,0.014,0.01,0.014,0.012,0.01,0.01,0.008,0.012,0.01,0.01,0.008,0.01,0.01,0.016,0.01,0.006,0.008,0.014,0.014,0.01,0.01,0.008,0.01,0.008,0.01,0.01,0.014,0.01,0.01,0.014,0.01,0.0,0.0,0.01,0.0,0.01,0.01,0.008,0.008,0.008,0.014,0.0,0.008,0.01,0.006,0.01,0.008,0.012,0.008,0.012,0.008,0.01,0.01,0.008,0.008,0.01,0.016,0.012,0.006,0.01,0.008,0.01,0.01,0.016,0.012,0.01,0.012,0.008,0.008,0.01,0.02,0.014,0.01,0.012,0.014,0.0,0.086,0.01,0.008,0.006,0.012,0.014,0.01,0.0,0.008,0.008
126,0.014,0.012,0.016,0.014,0.01,0.006,0.008,0.006,0.008,0.0,0.014,0.01,0.014,0.012,0.01,0.01,0.008,0.012,0.01,0.01,0.008,0.01,0.01,0.016,0.01,0.006,0.008,0.014,0.014,0.01,0.01,0.008,0.01,0.008,0.01,0.01,0.014,0.01,0.01,0.014,0.01,0.0,0.0,0.01,0.0,0.01,0.01,0.008,0.008,0.008,0.014,0.0,0.008,0.01,0.006,0.01,0.008,0.012,0.008,0.012,0.008,0.01,0.01,0.008,0.008,0.01,0.016,0.012,0.006,0.01,0.008,0.01,0.01,0.016,0.012,0.01,0.012,0.008,0.008,0.01,0.02,0.014,0.01,0.012,0.014,0.0,0.086,0.01,0.008,0.006,0.012,0.014,0.01,0.0,0.008,0.008
127,0.014,0.012,0.016,0.014,0.01,0.006,0.008,0.006,0.008,0.0,0.014,0.01,0.014,0.012,0.01,0.008,0.008,0.012,0.01,0.01,0.008,0.01,0.01,0.014,0.01,0.008,0.008,0.014,0.014,0.01,0.01,0.008,0.01,0.008,0.01,0.01,0.016,0.01,0.01,0.014,0.01,0.0,0.0,0.01,0.0,0.01,0.01,0.008,0.008,0.008,0.014,0.0,0.008,0.01,0.006,0.01,0.008,0.012,0.008,0.012,0.008,0.01,0.01,0.008,0.008,0.01,0.016,0.012,0.006,0.01,0.008,0.01,0.01,0.016,0.012,0.01,0.012,0.008,0.008,0.01,0.02,0.014,0.01,0.012,0.014,0.0,0.086,0.01,0.008,0.006,0.012,0.014,0.01,0.0,0.008,0.008
128,0.014,0.012,0.016,0.014,0.01,0.006,0.008,0.006,0.008,0.0,0.014,0.01,0.014,0.012,0.01,0.008,0.008,0.012,0.01,0.01,0.008,0.01,0.01,0.014,0.01,0.008,0.008,0.014,0.014,0.01,0.01,0.008,0.01,0.008,0.01,0.01,0.016,0.01,0.01,0.014,0.01,0.0,0.0,0.01,0.0,0.01,0.01,0.008,0.008,0.008,0.014,0.0,0.008,0.01,0.006,0.01,0.008,0.012,0.008,0.012,0.008,0.01,0.01,0.008,0.008,0.01,0.016,0.012,0.006,0.01,0.008,0.01,0.01,0.016,0.012,0.01,0.012,0.008,0.008,0.01,0.02,0.014,0.01,0.012,0.014,0.0,0.086,0.01,0.008,0.006,0.012,0.014,0.01,0.0,0.008,0.008
129,0.014,0.012,0.016,0.014,0.01,0.006,0.008,0.006,0.008,0.0,0.014,0.01,0.014,0.012,0.01,0.008,0.008,0.012,0.01,0.01,0.008,0.01,0.01,0.014,0.01,0.008,0.008,0.014,0.014,0.01,0.01,0.008,0.01,0.008,0.01,0.01,0.016,0.012,0.01,0.014,0.01,0.0,0.0,0.01,0.0,0.01,0.01,0.008,0.008,0.008,0.014,0.0,0.008,0.01,0.006,0.01,0.008,0.012,0.006,0.012,0.008,0.01,0.01,0.008,0.008,0.01,0.016,0.012,0.006,0.01,0.008,0.01,0.01,0.016,0.012,0.01,0.012,0.008,0.008,0.01,0.02,0.014,0.01,0.012,0.014,0.0,0.086,0.01,0.008,0.006,0.012,0.014,0.01,0.0,0.008,0.008
130,0.014,0.012,0.016,0.014,0.01,0.006,0.008,0.006,0.008,0.0,0.014,0.01,0.014,0.012,0.01,0.008,0.008,0.012,0.01,0.01,0.008,0.01,0.01,0.014,0.01,0.008,0.008,0.014,0.014,0.01,0.01,0.008,0.01,0.008,0.01,0.01,0.016,0.012,0.01,0.014,0.01,0.0,0.0,0.01,0.0,0.01,0.01,0.008,0.008,0.008,0.014,0.0,0.008,0.01,0.006,0.01,0.008,0.012,0.006,0.012,0.008,0.01,0.01,0.008,0.008,0.01,0.016,0.012,0.006,0.01,0.008,0.01,0.01,0.016,0.012,0.01,0.012,0.008,0.008,0.01,0.02,0.014,0.01,0.012,0.014,0.0,0.086,0.01,0.008,0.006,0.012,0.014,0.01,0.0,0.008,0.008
131,0.014,0.012,0.016,0.014,0.01,0.008,0.008,0.006,0.008,0.0,0.014,0.01,0.014,0.012,0.01,0.008,0.008,0.012,0.01,0.01,0.008,0.01,0.01,0.014,0.01,0.008,0.008,0.014,0.014,0.01,0.01,0.008,0.01,0.008,0.01,0.01,0.016,0.012,0.01,0.014,0.01,0.0,0.0,0.01,0.0,0.01,0.01,0.008,0.008,0.008,0.014,0.0,0.008,0.01,0.006,0.01,0.008,0.012,0.006,0.012,0.008,0.01,0.01,0.008,0.008,0.008,0.016,0.012,0.006,0.01,0.008,0.01,0.01,0.016,0.012,0.01,0.012,0.008,0.008,0.01,0.02,0.014,0.01,0.012,0.014,0.0,0.086,0.01,0.008,0.006,0.012,0.014,0.01,0.0,0.008,0.008
132,0.014,0.014,0.016,0.014,0.01,0.008,0.008,0.006,0.008,0.0,0.014,0.01,0.014,0.012,0.01,0.008,0.008,0.012,0.01,0.01,0.008,0.01,0.01,0.014,0.01,0.008,0.008,0.014,0.014,0.01,0.01,0.008,0.01,0.008,0.01,0.01,0.016,0.012,0.01,0.014,0.01,0.0,0.0,0.01,0.0,0.01,0.01,0.008,0.008,0.008,0.014,0.0,0.008,0.01,0.006,0.01,0.008,0.012,0.006,0.012,0.008,0.01,0.01,0.008,0.008,0.008,0.016,0.012,0.006,0.01,0.008,0.01,0.01,0.014,0.012,0.01,0.012,0.008,0.008,0.01,0.02,0.014,0.01,0.012,0.014,0.0,0.086,0.01,0.008,0.006,0.012,0.014,0.01,0.0,0.008,0.008
133,0.014,0.014,0.016,0.014,0.01,0.008,0.008,0.006,0.008,0.0,0.014,0.01,0.014,0.012,0.01,0.008,0.008,0.012,0.01,0.01,0.008,0.01,0.01,0.014,0.01,0.008,0.008,0.014,0.014,0.01,0.01,0.008,0.01,0.008,0.01,0.01,0.016,0.012,0.01,0.014,0.01,0.0,0.0,0.01,0.0,0.01,0.01,0.008,0.008,0.008,0.014,0.0,0.008,0.01,0.006,0.01,0.008,0.012,0.006,0.012,0.008,0.01,0.01,0.008,0.008,0.008,0.016,0.012,0.006,0.01,0.008,0.01,0.01,0.014,0.012,0.01,0.012,0.008,0.008,0.01,0.02,0.014,0.01,0.012,0.014,0.0,0.086,0.01,0.008,0.006,0.012,0.014,0.01,0.0,0.008,0.008
134,0.014,0.014,0.016,0.014,0.01,0.008,0.008,0.006,0.008,0.0,0.014,0.01,0.014,0.012,0.01,0.008,0.008,0.012,0.01,0.01,0.008,0.01,0.01,0.014,0.01,0.008,0.008,0.014,0.014,0.01,0.01,0.008,0.01,0.008,0.01,0.01,0.016,0.012,0.01,0.014,0.01,0.0,0.0,0.01,0.0,0.01,0.01,0.008,0.008,0.01,0.014,0.0,0.008,0.01,0.006,0.01,0.008,0.012,0.006,0.012,0.008,0.01,0.01,0.008,0.008,0.008,0.016,0.012,0.006,0.01,0.008,0.01,0.01,0.014,0.012,0.01,0.012,0.008,0.008,0.01,0.02,0.014,0.01,0.012,0.014,0.0,0.086,0.01,0.008,0.006,0.012,0.012,0.01,0.0,0.008,0.008
135,0.014,0.014,0.016,0.014,0.01,0.008,0.008,0.006,0.008,0.0,0.014,0.01,0.014,0.012,0.01,0.008,0.008,0.012,0.01,0.01,0.008,0.01,0.01,0.014,0.01,0.008,0.008,0.014,0.014,0.01,0.01,0.008,0.01,0.008,0.01,0.01,0.016,0.012,0.01,0.014,0.01,0.0,0.0,0.01,0.0,0.01,0.01,0.008,0.008,0.01,0.014,0.0,0.008,0.01,0.006,0.01,0.008,0.012,0.006,0.012,0.008,0.01,0.01,0.008,0.008,0.008,0.016,0.012,0.006,0.01,0.008,0.01,0.01,0.014,0.012,0.01,0.012,0.008,0.008,0.01,0.02,0.014,0.01,0.012,0.014,0.0,0.086,0.01,0.008,0.006,0.012,0.012,0.01,0.0,0.008,0.008
136,0.014,0.014,0.016,0.014,0.012,0.008,0.008,0.006,0.008,0.0,0.014,0.01,0.014,0.012,0.01,0.008,0.008,0.012,0.01,0.01,0.008,0.01,0.01,0.014,0.01,0.008,0.008,0.014,0.014,0.01,0.01,0.008,0.01,0.008,0.01,0.01,0.016,0.012,0.01,0.014,0.01,0.0,0.0,0.01,0.0,0.01,0.01,0.008,0.008,0.01,0.014,0.0,0.008,0.01,0.006,0.01,0.008,0.012,0.006,0.012,0.008,0.008,0.01,0.008,0.008,0.008,0.016,0.012,0.006,0.01,0.008,0.01,0.01,0.014,0.012,0.01,0.012,0.008,0.008,0.01,0.02,0.014,0.01,0.012,0.014,0.0,0.086,0.01,0.008,0.006,0.012,0.012,0.01,0.0,0.008,0.008
137,0.014,0.014,0.016,0.014,0.012,0.008,0.008,0.006,0.008,0.0,0.014,0.01,0.014,0.012,0.01,0.01,0.008,0.012,0.01,0.01,0.008,0.01,0.01,0.014,0.01,0.008,0.008,0.014,0.014,0.01,0.01,0.008,0.01,0.008,0.01,0.01,0.016,0.012,0.01,0.014,0.01,0.0,0.0,0.01,0.0,0.01,0.01,0.008,0.008,0.01,0.014,0.0,0.008,0.01,0.006,0.01,0.008,0.012,0.006,0.012,0.006,0.008,0.01,0.008,0.008,0.008,0.016,0.012,0.006,0.01,0.008,0.01,0.01,0.014,0.012,0.01,0.012,0.008,0.008,0.01,0.02,0.014,0.01,0.012,0.014,0.0,0.086,0.01,0.008,0.006,0.012,0.012,0.01,0.0,0.008,0.008
138,0.014,0.014,0.016,0.014,0.012,0.008,0.008,0.006,0.008,0.0,0.014,0.01,0.014,0.012,0.01,0.01,0.008,0.012,0.01,0.01,0.008,0.01,0.01,0.014,0.01,0.008,0.008,0.014,0.014,0.01,0.01,0.008,0.01,0.008,0.01,0.01,0.016,0.012,0.01,0.014,0.01,0.0,0.0,0.01,0.0,0.01,0.01,0.008,0.008,0.01,0.014,0.0,0.008,0.01,0.006,0.01,0.008,0.012,0.006,0.012,0.006,0.008,0.01,0.008,0.008,0.008,0.016,0.012,0.006,0.01,0.008,0.01,0.01,0.014,0.012,0.01,0.012,0.008,0.008,0.01,0.02,0.014,0.01,0.012,0.014,0.0,0.086,0.01,0.008,0.006,0.012,0.012,0.01,0.0,0.008,0.008
139,0.014,0.014,0.016,0.014,0.012,0.008,0.008,0.006,0.008,0.0,0.014,0.01,0.014,0.012,0.01,0.01,0.008,0.012,0.01,0.01,0.008,0.01,0.01,0.014,0.01,0.008,0.008,0.014,0.014,0.01,0.01,0.008,0.01,0.008,0.01,0.01,0.016,0.012,0.01,0.014,0.01,0.0,0.0,0.01,0.0,0.01,0.01,0.008,0.008,0.01,0.014,0.0,0.008,0.01,0.006,0.01,0.008,0.012,0.006,0.012,0.006,0.008,0.01,0.008,0.008,0.008,0.016,0.012,0.006,0.01,0.008,0.01,0.01,0.014,0.012,0.01,0.012,0.008,0.008,0.01,0.02,0.014,0.01,0.012,0.014,0.0,0.086,0.01,0.008,0.006,0.012,0.012,0.01,0.0,0.008,0.008
140,0.014,0.014,0.016,0.014,0.012,0.008,0.008,0.006,0.008,0.0,0.014,0.01,0.014,0.012,0.01,0.01,0.008,0.012,0.01,0.01,0.008,0.01,0.01,0.014,0.01,0.008,0.008,0.014,0.014,0.01,0.01,0.008,0.01,0.008,0.01,0.01,0.016,0.012,0.01,0.014,0.01,0.0,0.0,0.01,0.0,0.01,0.01,0.008,0.008,0.01,0.014,0.0,0.008,0.01,0.006,0.01,0.008,0.012,0.006,0.012,0.006,0.008,0.01,0.008,0.008,0.008,0.016,0.012,0.006,0.01,0.008,0.01,0.01,0.014,0.012,0.01,0.012,0.008,0.008,0.01,0.02,0.014,0.01,0.012,0.014,0.0,0.086,0.01,0.008,0.006,0.012,0.012,0.01,0.0,0.008,0.008
141,0.014,0.014,0.016,0.014,0.012,0.008,0.008,0.006,0.008,0.0,0.014,0.01,0.014,0.012,0.01,0.01,0.008,0.012,0.01,0.01,0.008,0.01,0.01,0.014,0.01,0.008,0.008,0.014,0.014,0.01,0.01,0.008,0.01,0.008,0.01,0.01,0.016,0.012,0.01,0.014,0.01,0.0,0.0,0.01,0.0,0.01,0.01,0.008,0.008,0.01,0.014,0.0,0.008,0.01,0.006,0.01,0.008,0.012,0.006,0.012,0.006,0.008,0.01,0.008,0.008,0.008,0.016,0.012,0.006,0.01,0.008,0.01,0.01,0.014,0.012,0.01,0.012,0.008,0.008,0.01,0.02,0.014,0.01,0.012,0.014,0.0,0.086,0.01,0.008,0.006,0.012,0.012,0.01,0.0,0.008,0.008
142,0.014,0.014,0.016,0.014,0.012,0.008,0.008,0.006,0.008,0.0,0.014,0.01,0.014,0.012,0.01,0.01,0.008,0.012,0.01,0.01,0.008,0.01,0.01,0.014,0.01,0.008,0.008,0.014,0.014,0.01,0.01,0.008,0.01,0.008,0.01,0.01,0.016,0.012,0.01,0.014,0.01,0.0,0.0,0.01,0.0,0.01,0.01,0.008,0.008,0.01,0.014,0.0,0.008,0.01,0.006,0.01,0.008,0.012,0.006,0.012,0.006,0.008,0.01,0.008,0.008,0.008,0.016,0.012,0.006,0.01,0.008,0.01,0.01,0.014,0.012,0.01,0.012,0.008,0.008,0.01,0.02,0.014,0.01,0.012,0.014,0.0,0.086,0.01,0.008,0.006,0.012,0.012,0.01,0.0,0.008,0.008
143,0.014,0.014,0.016,0.014,0.012,0.008,0.008,0.006,0.008,0.0,0.014,0.01,0.014,0.012,0.01,0.01,0.008,0.012,0.01,0.01,0.008,0.01,0.01,0.014,0.01,0.008,0.008,0.014,0.014,0.01,0.01,0.008,0.01,0.008,0.01,0.01,0.016,0.012,0.01,0.014,0.01,0.0,0.0,0.01,0.0,0.01,0.01,0.008,0.008,0.01,0.014,0.0,0.008,0.01,0.006,0.01,0.008,0.012,0.006,0.012,0.006,0.008,0.01,0.008,0.008,0.008,0.016,0.012,0.006,0.01,0.008,0.01,0.01,0.014,0.012,0.01,0.012,0.008,0.008,0.01,0.02,0.014,0.01,0.012,0.014,0.0,0.086,0.01,0.008,0.006,0.012,0.012,0.01,0.0,0.008,0.008
144,0.014,0.014,0.016,0.014,0.012,0.008,0.008,0.006,0.008,0.0,0.014,0.01,0.014,0.012,0.01,0.01,0.008,0.012,0.01,0.01,0.008,0.01,0.01,0.014,0.01,0.008,0.008,0.014,0.014,0.01,0.01,0.008,0.01,0.008,0.01,0.01,0.016,0.01,0.01,0.014,0.01,0.0,0.0,0.01,0.0,0.01,0.01,0.008,0.008,0.01,0.014,0.0,0.008,0.01,0.006,0.01,0.008,0.012,0.006,0.012,0.006,0.008,0.01,0.008,0.008,0.008,0.018,0.012,0.006,0.01,0.008,0.01,0.01,0.014,0.012,0.01,0.012,0.008,0.008,0.01,0.02,0.014,0.01,0.012,0.014,0.0,0.086,0.01,0.008,0.006,0.012,0.012,0.01,0.0,0.008,0.008
145,0.014,0.014,0.016,0.014,0.012,0.008,0.008,0.006,0.008,0.0,0.012,0.01,0.014,0.012,0.01,0.01,0.008,0.012,0.01,0.01,0.008,0.01,0.01,0.014,0.01,0.008,0.008,0.014,0.014,0.01,0.01,0.008,0.01,0.008,0.01,0.01,0.016,0.01,0.01,0.014,0.01,0.0,0.0,0.01,0.0,0.01,0.01,0.008,0.008,0.01,0.014,0.0,0.008,0.01,0.006,0.01,0.008,0.012,0.006,0.014,0.006,0.008,0.01,0.008,0.008,0.008,0.018,0.012,0.006,0.01,0.008,0.01,0.01,0.014,0.012,0.01,0.012,0.008,0.008,0.01,0.02,0.014,0.01,0.012,0.014,0.0,0.086,0.01,0.008,0.006,0.012,0.012,0.01,0.0,0.008,0.008
146,0.014,0.014,0.016,0.014,0.012,0.008,0.008,0.006,0.008,0.0,0.012,0.01,0.014,0.012,0.01,0.012,0.008,0.012,0.01,0.01,0.008,0.01,0.01,0.014,0.01,0.008,0.008,0.014,0.014,0.01,0.01,0.008,0.01,0.008,0.01,0.01,0.016,0.01,0.01,0.014,0.01,0.0,0.0,0.01,0.0,0.01,0.01,0.008,0.008,0.01,0.014,0.0,0.008,0.01,0.006,0.01,0.008,0.012,0.006,0.014,0.006,0.008,0.01,0.008,0.008,0.008,0.018,0.012,0.004,0.01,0.008,0.01,0.01,0.014,0.012,0.01,0.012,0.008,0.008,0.01,0.02,0.014,0.01,0.012,0.014,0.0,0.086,0.01,0.008,0.006,0.012,0.012,0.01,0.0,0.008,0.008
