,VIII_NNN,VI_PNP,V_PNN,VIII_NNP,X_NNP,II_NPP,XI_NNP,VII_NPP,III_NPP,XII_PPN,VII_NNN,IX_NNP,IV_NPP,VII_PNN,I_PPN,XI_NNN,VII_NPN,V_NNP,IX_PPP,IV_PPP,IV_PPN,II_PNN,XI_NPN,I_PPP,XI_PPN,X_PPN,V_PPN,III_NNN,VI_NNN,XI_PPP,V_PNP,XI_NPP,II_PPN,I_NNP,X_NPN,X_NNN,IV_PNN,VIII_PNP,I_NPP,X_PNN,XI_PNP,XII_PNN,XII_NPP,VIII_PPN,XII_NNP,V_NPP,VI_NNP,VI_PNN,I_PNN,II_PPP,VIII_NPN,XII_PPP,IX_PPN,VII_NNP,XI_PNN,X_PNP,IV_PNP,II_PNP,VII_PPN,IX_PNN,III_NNP,VI_PPP,II_NPN,V_NPN,VIII_NPP,V_PPP,IX_NPP,IV_NPN,I_NNN,IV_NNN,VI_PPN,III_PPP,III_NPN,III_PNP,VI_NPN,IV_NNP,IX_NPN,X_NPP,VI_NPP,VIII_PPP,IX_NNN,II_NNN,II_NNP,I_NPN,VIII_PNN,XII_NPN,XII_NNN,III_PPN,VII_PPP,V_NNN,VII_PNP,IX_PNP,X_PPP,XII_PNP,III_PNN,I_PNP
10,0.012,0.012,0.012,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.01,0.012,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.014,0.01,0.01,0.01,0.01,0.014,0.012,0.01,0.01,0.01,0.012,0.01,0.01,0.012,0.01,0.01,0.01,0.01,0.0,0.0,0.01,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.01,0.01,0.012,0.008,0.012,0.008,0.01,0.01,0.01,0.012,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.012,0.012,0.01,0.01,0.01,0.01,0.01,0.01,0.012,0.01,0.012,0.01,0.01,0.01,0.01,0.0,0.086,0.012,0.01,0.008,0.01,0.012,0.012,0.0,0.008,0.01
11,0.012,0.012,0.012,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.01,0.012,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.014,0.01,0.01,0.01,0.01,0.014,0.012,0.01,0.01,0.01,0.012,0.01,0.01,0.012,0.01,0.01,0.01,0.01,0.0,0.0,0.01,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.01,0.01,0.012,0.008,0.012,0.008,0.01,0.01,0.01,0.012,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.012,0.012,0.01,0.01,0.01,0.01,0.01,0.01,0.012,0.01,0.012,0.01,0.01,0.01,0.01,0.0,0.086,0.012,0.01,0.008,0.01,0.012,0.012,0.0,0.008,0.01
12,0.012,0.012,0.012,0.01,0.01,0.01,0.01,0.008,0.01,0.0,0.01,0.01,0.012,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.014,0.01,0.01,0.01,0.01,0.014,0.012,0.01,0.01,0.01,0.012,0.01,0.01,0.012,0.01,0.01,0.01,0.01,0.0,0.0,0.01,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.01,0.01,0.012,0.008,0.012,0.008,0.01,0.01,0.01,0.012,0.01,0.01,0.01,0.012,0.01,0.01,0.01,0.012,0.012,0.01,0.01,0.01,0.01,0.01,0.01,0.012,0.01,0.012,0.01,0.01,0.01,0.01,0.0,0.086,0.012,0.01,0.008,0.01,0.012,0.012,0.0,0.008,0.01
13,0.012,0.012,0.014,0.01,0.01,0.01,0.01,0.008,0.01,0.0,0.01,0.01,0.012,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.014,0.01,0.01,0.01,0.01,0.014,0.012,0.01,0.01,0.01,0.012,0.01,0.01,0.012,0.01,0.01,0.01,0.01,0.0,0.0,0.01,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.01,0.01,0.012,0.008,0.012,0.008,0.01,0.01,0.01,0.012,0.01,0.01,0.01,0.012,0.01,0.01,0.01,0.012,0.012,0.01,0.01,0.01,0.01,0.01,0.01,0.012,0.008,0.012,0.01,0.01,0.01,0.01,0.0,0.086,0.012,0.01,0.008,0.01,0.012,0.012,0.0,0.008,0.01
14,0.012,0.012,0.014,0.01,0.01,0.01,0.01,0.008,0.01,0.0,0.01,0.01,0.012,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.014,0.01,0.01,0.01,0.01,0.014,0.012,0.01,0.01,0.01,0.012,0.01,0.01,0.012,0.01,0.01,0.01,0.01,0.0,0.0,0.01,0.0,0.01,0.01,0.01,0.008,0.01,0.01,0.0,0.01,0.01,0.01,0.012,0.008,0.012,0.008,0.01,0.01,0.01,0.012,0.01,0.01,0.01,0.012,0.01,0.01,0.01,0.012,0.012,0.01,0.01,0.01,0.01,0.01,0.01,0.012,0.008,0.014,0.01,0.01,0.01,0.01,0.0,0.086,0.012,0.01,0.008,0.01,0.012,0.012,0.0,0.008,0.01
15,0.012,0.012,0.014,0.01,0.01,0.01,0.01,0.008,0.01,0.0,0.01,0.01,0.012,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.014,0.01,0.01,0.01,0.01,0.014,0.012,0.01,0.01,0.01,0.012,0.01,0.01,0.012,0.01,0.01,0.01,0.01,0.0,0.0,0.01,0.0,0.01,0.01,0.01,0.008,0.01,0.01,0.0,0.01,0.01,0.01,0.012,0.008,0.012,0.008,0.01,0.01,0.01,0.012,0.01,0.01,0.01,0.012,0.01,0.01,0.01,0.012,0.012,0.01,0.01,0.01,0.01,0.01,0.01,0.012,0.008,0.014,0.01,0.01,0.01,0.01,0.0,0.086,0.012,0.01,0.008,0.01,0.012,0.012,0.0,0.008,0.01
16,0.012,0.012,0.014,0.01,0.01,0.01,0.01,0.008,0.01,0.0,0.01,0.01,0.012,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.014,0.01,0.01,0.01,0.01,0.014,0.012,0.01,0.01,0.01,0.012,0.01,0.01,0.012,0.01,0.01,0.01,0.01,0.0,0.0,0.01,0.0,0.01,0.01,0.01,0.008,0.01,0.01,0.0,0.01,0.01,0.01,0.012,0.008,0.012,0.008,0.01,0.01,0.01,0.012,0.01,0.01,0.01,0.012,0.01,0.01,0.01,0.012,0.012,0.01,0.01,0.01,0.01,0.01,0.01,0.012,0.008,0.014,0.01,0.01,0.01,0.01,0.0,0.086,0.012,0.01,0.008,0.01,0.012,0.012,0.0,0.008,0.01
17,0.012,0.012,0.014,0.01,0.01,0.01,0.01,0.008,0.01,0.0,0.01,0.01,0.012,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.014,0.01,0.01,0.01,0.01,0.014,0.012,0.01,0.01,0.01,0.012,0.01,0.01,0.012,0.01,0.01,0.01,0.01,0.0,0.0,0.01,0.0,0.01,0.01,0.01,0.008,0.01,0.01,0.0,0.01,0.01,0.01,0.012,0.008,0.012,0.008,0.01,0.01,0.01,0.012,0.01,0.01,0.01,0.012,0.01,0.01,0.01,0.012,0.012,0.01,0.012,0.01,0.01,0.01,0.01,0.012,0.008,0.014,0.01,0.01,0.01,0.01,0.0,0.086,0.012,0.008,0.008,0.01,0.012,0.012,0.0,0.008,0.01
18,0.012,0.012,0.014,0.01,0.01,0.01,0.01,0.008,0.01,0.0,0.01,0.01,0.012,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.014,0.01,0.01,0.01,0.01,0.014,0.012,0.01,0.01,0.01,0.012,0.01,0.01,0.012,0.01,0.01,0.01,0.01,0.0,0.0,0.01,0.0,0.01,0.01,0.01,0.008,0.01,0.01,0.0,0.01,0.012,0.01,0.012,0.008,0.012,0.008,0.01,0.01,0.01,0.012,0.01,0.01,0.01,0.012,0.01,0.008,0.01,0.012,0.012,0.01,0.012,0.01,0.01,0.01,0.01,0.012,0.008,0.014,0.01,0.01,0.01,0.01,0.0,0.086,0.012,0.008,0.008,0.01,0.012,0.012,0.0,0.008,0.01
19,0.012,0.012,0.014,0.01,0.01,0.01,0.01,0.008,0.01,0.0,0.01,0.01,0.012,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.014,0.01,0.01,0.01,0.01,0.014,0.012,0.01,0.01,0.01,0.012,0.01,0.01,0.012,0.01,0.01,0.01,0.01,0.0,0.0,0.01,0.0,0.01,0.01,0.01,0.008,0.01,0.01,0.0,0.01,0.012,0.01,0.012,0.008,0.012,0.008,0.01,0.01,0.01,0.012,0.01,0.01,0.01,0.012,0.01,0.008,0.01,0.012,0.012,0.01,0.012,0.01,0.01,0.01,0.01,0.012,0.008,0.014,0.01,0.01,0.01,0.01,0.0,0.086,0.012,0.008,0.008,0.01,0.012,0.012,0.0,0.008,0.01
20,0.012,0.012,0.016,0.01,0.01,0.01,0.01,0.008,0.01,0.0,0.01,0.01,0.012,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.014,0.01,0.01,0.01,0.01,0.014,0.012,0.01,0.01,0.01,0.01,0.01,0.01,0.012,0.01,0.01,0.01,0.01,0.0,0.0,0.01,0.0,0.01,0.01,0.01,0.008,0.01,0.01,0.0,0.01,0.012,0.01,0.012,0.008,0.012,0.008,0.01,0.01,0.01,0.012,0.01,0.01,0.01,0.012,0.01,0.008,0.01,0.012,0.012,0.01,0.012,0.01,0.01,0.01,0.01,0.012,0.008,0.014,0.01,0.01,0.01,0.01,0.0,0.086,0.012,0.008,0.008,0.01,0.012,0.012,0.0,0.008,0.01
21,0.012,0.012,0.016,0.01,0.01,0.01,0.01,0.008,0.01,0.0,0.01,0.01,0.012,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.014,0.01,0.01,0.01,0.01,0.014,0.012,0.01,0.01,0.01,0.01,0.01,0.01,0.012,0.01,0.01,0.01,0.01,0.0,0.0,0.01,0.0,0.01,0.01,0.01,0.008,0.01,0.01,0.0,0.01,0.012,0.01,0.012,0.008,0.012,0.008,0.01,0.01,0.01,0.012,0.01,0.01,0.01,0.012,0.01,0.008,0.01,0.012,0.012,0.01,0.012,0.01,0.01,0.01,0.01,0.012,0.008,0.014,0.01,0.01,0.01,0.01,0.0,0.086,0.012,0.008,0.008,0.01,0.012,0.012,0.0,0.008,0.01
22,0.012,0.012,0.016,0.01,0.01,0.01,0.01,0.008,0.01,0.0,0.01,0.01,0.012,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.014,0.01,0.01,0.01,0.01,0.014,0.012,0.01,0.01,0.01,0.01,0.01,0.01,0.012,0.01,0.01,0.012,0.01,0.0,0.0,0.01,0.0,0.01,0.01,0.01,0.008,0.01,0.01,0.0,0.01,0.012,0.01,0.012,0.008,0.012,0.008,0.01,0.01,0.01,0.012,0.01,0.01,0.01,0.012,0.01,0.008,0.01,0.012,0.012,0.01,0.012,0.01,0.01,0.01,0.01,0.012,0.008,0.014,0.01,0.01,0.01,0.01,0.0,0.086,0.012,0.008,0.006,0.01,0.012,0.012,0.0,0.008,0.01
23,0.012,0.012,0.016,0.01,0.01,0.01,0.01,0.008,0.01,0.0,0.01,0.01,0.012,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.014,0.01,0.01,0.01,0.01,0.014,0.012,0.01,0.01,0.01,0.01,0.01,0.01,0.012,0.01,0.01,0.012,0.01,0.0,0.0,0.01,0.0,0.01,0.01,0.01,0.008,0.01,0.01,0.0,0.01,0.012,0.01,0.012,0.008,0.012,0.008,0.01,0.01,0.01,0.012,0.01,0.01,0.01,0.012,0.01,0.008,0.01,0.012,0.012,0.01,0.012,0.01,0.01,0.01,0.01,0.012,0.008,0.014,0.01,0.01,0.01,0.01,0.0,0.086,0.012,0.008,0.006,0.01,0.012,0.012,0.0,0.008,0.01
24,0.012,0.012,0.016,0.01,0.01,0.01,0.01,0.008,0.01,0.0,0.01,0.01,0.012,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.014,0.01,0.01,0.01,0.01,0.014,0.012,0.01,0.01,0.01,0.01,0.01,0.01,0.012,0.01,0.01,0.012,0.01,0.0,0.0,0.01,0.0,0.01,0.01,0.01,0.008,0.01,0.01,0.0,0.01,0.012,0.01,0.012,0.008,0.012,0.008,0.01,0.01,0.01,0.012,0.01,0.01,0.01,0.012,0.01,0.008,0.01,0.012,0.012,0.01,0.012,0.01,0.01,0.01,0.01,0.012,0.008,0.016,0.01,0.01,0.01,0.01,0.0,0.086,0.01,0.008,0.006,0.01,0.012,0.012,0.0,0.008,0.01
25,0.012,0.012,0.016,0.012,0.01,0.01,0.01,0.008,0.01,0.0,0.01,0.01,0.012,0.01,0.01,0.01,0.008,0.01,0.01,0.01,0.01,0.01,0.01,0.014,0.01,0.01,0.01,0.01,0.014,0.012,0.01,0.01,0.01,0.01,0.01,0.01,0.012,0.01,0.01,0.012,0.01,0.0,0.0,0.01,0.0,0.01,0.01,0.01,0.008,0.01,0.01,0.0,0.01,0.012,0.01,0.012,0.008,0.012,0.008,0.01,0.01,0.01,0.012,0.01,0.01,0.01,0.012,0.01,0.008,0.01,0.012,0.012,0.01,0.012,0.01,0.01,0.01,0.01,0.012,0.008,0.016,0.01,0.01,0.01,0.01,0.0,0.086,0.01,0.008,0.006,0.01,0.012,0.012,0.0,0.008,0.01
26,0.012,0.012,0.016,0.012,0.01,0.01,0.01,0.008,0.01,0.0,0.01,0.01,0.012,0.01,0.01,0.01,0.008,0.01,0.01,0.01,0.01,0.01,0.01,0.014,0.01,0.01,0.01,0.01,0.014,0.012,0.01,0.01,0.01,0.01,0.01,0.01,0.012,0.01,0.01,0.012,0.01,0.0,0.0,0.01,0.0,0.01,0.01,0.01,0.008,0.01,0.01,0.0,0.01,0.012,0.01,0.012,0.008,0.012,0.008,0.01,0.01,0.01,0.012,0.01,0.01,0.01,0.012,0.01,0.008,0.01,0.012,0.012,0.01,0.012,0.01,0.01,0.01,0.01,0.012,0.008,0.016,0.01,0.01,0.01,0.01,0.0,0.086,0.01,0.008,0.006,0.01,0.012,0.012,0.0,0.008,0.01
27,0.012,0.012,0.016,0.012,0.01,0.008,0.01,0.008,0.01,0.0,0.01,0.01,0.012,0.01,0.01,0.01,0.008,0.01,0.01,0.01,0.01,0.01,0.01,0.014,0.01,0.01,0.01,0.01,0.014,0.012,0.01,0.01,0.01,0.01,0.01,0.01,0.012,0.01,0.01,0.014,0.01,0.0,0.0,0.01,0.0,0.01,0.01,0.01,0.008,0.01,0.01,0.0,0.01,0.012,0.01,0.012,0.008,0.012,0.008,0.01,0.01,0.01,0.012,0.01,0.01,0.01,0.012,0.01,0.008,0.01,0.012,0.012,0.01,0.012,0.01,0.01,0.01,0.01,0.012,0.008,0.016,0.01,0.01,0.01,0.01,0.0,0.086,0.01,0.008,0.006,0.01,0.012,0.012,0.0,0.008,0.01
28,0.012,0.012,0.016,0.012,0.01,0.008,0.01,0.008,0.01,0.0,0.01,0.01,0.012,0.01,0.01,0.01,0.008,0.01,0.01,0.01,0.01,0.01,0.01,0.014,0.01,0.01,0.01,0.01,0.014,0.012,0.01,0.01,0.01,0.01,0.01,0.01,0.012,0.01,0.01,0.014,0.01,0.0,0.0,0.01,0.0,0.01,0.01,0.01,0.008,0.01,0.01,0.0,0.01,0.012,0.01,0.012,0.008,0.012,0.008,0.01,0.01,0.01,0.012,0.01,0.01,0.01,0.012,0.01,0.008,0.01,0.012,0.012,0.01,0.012,0.01,0.008,0.01,0.01,0.012,0.008,0.016,0.012,0.01,0.01,0.01,0.0,0.086,0.01,0.008,0.006,0.01,0.012,0.012,0.0,0.008,0.01
29,0.012,0.012,0.016,0.012,0.01,0.008,0.01,0.008,0.01,0.0,0.01,0.01,0.012,0.01,0.01,0.01,0.008,0.01,0.01,0.01,0.01,0.01,0.01,0.014,0.01,0.01,0.01,0.01,0.014,0.012,0.01,0.01,0.01,0.01,0.01,0.01,0.012,0.01,0.01,0.014,0.01,0.0,0.0,0.01,0.0,0.01,0.01,0.01,0.008,0.01,0.01,0.0,0.01,0.012,0.01,0.012,0.008,0.012,0.008,0.01,0.01,0.01,0.012,0.01,0.01,0.01,0.012,0.01,0.008,0.01,0.012,0.012,0.01,0.012,0.01,0.008,0.01,0.01,0.012,0.008,0.016,0.012,0.01,0.01,0.01,0.0,0.086,0.01,0.008,0.006,0.01,0.012,0.012,0.0,0.008,0.01
30,0.014,0.012,0.016,0.012,0.01,0.008,0.01,0.008,0.01,0.0,0.01,0.01,0.014,0.01,0.01,0.01,0.008,0.01,0.01,0.01,0.01,0.01,0.01,0.014,0.01,0.01,0.01,0.01,0.014,0.012,0.01,0.01,0.01,0.01,0.01,0.01,0.012,0.01,0.01,0.014,0.01,0.0,0.0,0.01,0.0,0.01,0.01,0.01,0.008,0.01,0.01,0.0,0.01,0.012,0.01,0.012,0.008,0.012,0.008,0.01,0.01,0.01,0.012,0.01,0.008,0.01,0.012,0.01,0.008,0.01,0.012,0.012,0.01,0.012,0.01,0.008,0.01,0.01,0.01,0.008,0.016,0.012,0.01,0.01,0.01,0.0,0.086,0.01,0.008,0.006,0.01,0.012,0.012,0.0,0.008,0.01
31,0.014,0.012,0.016,0.014,0.01,0.008,0.01,0.008,0.01,0.0,0.01,0.01,0.014,0.01,0.01,0.01,0.008,0.01,0.01,0.01,0.01,0.01,0.01,0.014,0.01,0.01,0.01,0.01,0.014,0.012,0.01,0.01,0.01,0.01,0.01,0.01,0.012,0.01,0.01,0.014,0.01,0.0,0.0,0.01,0.0,0.01,0.01,0.01,0.008,0.01,0.01,0.0,0.01,0.012,0.01,0.012,0.008,0.012,0.008,0.01,0.01,0.01,0.01,0.01,0.008,0.01,0.012,0.01,0.008,0.01,0.012,0.012,0.01,0.012,0.01,0.008,0.01,0.008,0.01,0.01,0.016,0.012,0.01,0.01,0.01,0.0,0.086,0.01,0.008,0.006,0.01,0.012,0.012,0.0,0.008,0.01
