,VIII_NNN,VI_PNP,V_PNN,VIII_NNP,X_NNP,II_NPP,XI_NNP,VII_NPP,III_NPP,XII_PPN,VII_NNN,IX_NNP,IV_NPP,VII_PNN,I_PPN,XI_NNN,VII_NPN,V_NNP,IX_PPP,IV_PPP,IV_PPN,II_PNN,XI_NPN,I_PPP,XI_PPN,X_PPN,V_PPN,III_NNN,VI_NNN,XI_PPP,V_PNP,XI_NPP,II_PPN,I_NNP,X_NPN,X_NNN,IV_PNN,VIII_PNP,I_NPP,X_PNN,XI_PNP,XII_PNN,XII_NPP,VIII_PPN,XII_NNP,V_NPP,VI_NNP,VI_PNN,I_PNN,II_PPP,VIII_NPN,XII_PPP,IX_PPN,VII_NNP,XI_PNN,X_PNP,IV_PNP,II_PNP,VII_PPN,IX_PNN,III_NNP,VI_PPP,II_NPN,V_NPN,VIII_NPP,V_PPP,IX_NPP,IV_NPN,I_NNN,IV_NNN,VI_PPN,III_PPP,III_NPN,III_PNP,VI_NPN,IV_NNP,IX_NPN,X_NPP,VI_NPP,VIII_PPP,IX_NNN,II_NNN,II_NNP,I_NPN,VIII_PNN,XII_NPN,XII_NNN,III_PPN,VII_PPP,V_NNN,VII_PNP,IX_PNP,X_PPP,XII_PNP,III_PNN,I_PNP
0,-28.28,-57.75,-38.03,-39.12,-29.0,-60.72,-35.7,-38.6,-51.0,0.0,-20.14,-40.4,-34.2,-9.1,-59.44,-34.3,-24.55,-26.72,-48.3,-92.25,-63.75,-41.1,-32.34,-68.75,-48.34,-73.2,-65.4,-13.0,-32.2,-52.34,-60.88,-46.8,-57.56,-27.33,-38.8,-29.0,-37.44,-50.72,-31.5,-38.6,-55.5,0.0,0.0,-45.12,0.0,-46.53,-49.38,-61.1,-53.1,-61.44,-21.44,0.0,-43.84,-22.58,-45.56,-64.0,-65.0,-50.0,-54.03,-44.66,-23.4,-62.84,-31.94,-28.73,-65.44,-76.3,-51.72,-43.62,-16.64,-21.19,-55.1,-72.3,-35.2,-57.4,-25.2,-11.74,-37.06,-51.6,-31.44,-75.2,-31.08,-10.35,-37.25,-39.84,-41.78,0.0,-23.7,-49.5,-65.2,-20.58,-48.12,-48.6,-62.34,0.0,-44.2,-45.66
1,-59.28,-104.8,-69.75,-84.56,-98.8,-116.0,-85.5,-65.94,-122.8,0.0,-73.06,-52.6,-84.5,-42.84,-96.5,-43.2,-72.0,-46.47,-89.8,-118.8,-114.7,-34.9,-53.5,-113.56,-123.56,-80.0,-155.4,-63.6,-22.19,-134.6,-116.75,-139.8,-87.6,-47.6,-94.2,-48.4,-68.06,-125.9,-100.06,-97.0,-82.56,0.0,0.0,-74.94,0.0,-50.7,-106.9,-116.0,-87.0,-144.6,-73.8,0.0,-82.8,-57.34,-96.7,-96.5,-102.3,-86.0,-134.9,-69.56,-119.8,-133.6,-52.9,-62.38,-106.9,-134.9,-101.3,-38.28,-22.2,-59.0,-116.7,-119.3,-119.8,-116.8,-69.6,-127.6,-80.2,-105.4,-62.66,-129.5,-36.28,-26.81,-66.6,-56.34,-67.75,0.0,-44.22,-106.7,-106.4,-44.97,-100.8,-126.4,-132.0,0.0,-54.4,-84.75
2,-36.62,-43.2,-38.03,-35.75,-37.6,-51.22,-36.25,-38.34,-42.4,0.0,-25.73,-34.9,-48.3,-31.5,-32.3,-27.6,-11.38,-32.6,-49.84,-58.97,-33.47,-32.75,-26.7,-45.78,-39.9,-57.2,-46.2,-11.6,-22.27,-65.1,-48.1,-50.34,-49.8,-27.58,-38.4,-33.2,-35.53,-35.94,-31.9,-25.2,-60.9,0.0,0.0,-40.25,0.0,-35.03,-24.78,-57.66,-35.78,-61.62,-38.88,0.0,-56.12,-37.34,-56.4,-55.34,-63.1,-49.8,-50.47,-40.97,-26.0,-52.9,-46.88,-42.44,-54.97,-60.84,-31.3,-39.44,-35.84,-17.23,-36.94,-53.0,-20.6,-60.8,-36.03,-34.28,-32.75,-57.6,-46.53,-46.7,-25.55,-17.61,-15.15,-19.86,-37.94,0.0,-17.61,-41.16,-58.75,-10.79,-37.62,-47.0,-53.0,0.0,-30.0,-39.47
3,-55.72,-66.9,-66.5,-37.9,-28.2,-76.75,-45.3,-45.62,-53.6,0.0,-46.1,-39.56,-58.75,-64.94,-67.8,-20.5,-37.12,-37.4,-67.25,-98.94,-71.44,-49.28,-61.16,-77.94,-73.5,-60.6,-55.06,-44.6,-36.9,-80.7,-44.0,-59.0,-58.22,-49.0,-49.4,-25.4,-39.88,-52.84,-78.56,-52.2,-57.4,0.0,0.0,-70.44,0.0,-58.22,-37.9,-44.38,-52.3,-63.12,-48.8,0.0,-65.9,-28.9,-66.0,-66.7,-53.44,-48.16,-77.75,-42.5,-43.8,-74.2,-70.44,-50.88,-46.72,-74.5,-42.53,-55.1,-28.64,-11.55,-47.53,-95.0,-35.8,-68.0,-30.45,-46.2,-53.72,-41.2,-49.38,-80.7,-22.73,-19.33,-47.88,-30.6,-23.56,0.0,-25.8,-72.7,-92.25,-5.66,-58.94,-61.25,-91.0,0.0,-52.0,-79.6
4,-23.23,-52.7,-51.22,-39.2,-54.4,-58.7,-40.5,-48.8,-47.4,0.0,-11.44,-19.75,-47.2,-34.1,-87.06,-30.0,-40.84,-52.1,-59.28,-76.7,-58.28,-38.28,-34.75,-82.5,-67.8,-48.0,-55.8,-18.8,-17.34,-75.2,-54.78,-62.56,-68.44,-24.58,-30.0,-18.8,-37.94,-55.94,-78.44,-54.8,-46.56,0.0,0.0,-59.97,0.0,-28.64,-19.1,-45.12,-39.8,-76.4,-50.56,0.0,-65.94,-36.88,-58.7,-63.34,-56.34,-73.75,-46.06,-30.1,-67.2,-70.9,-37.88,-36.16,-60.1,-76.4,-76.6,-68.56,-25.27,-18.02,-65.5,-76.0,-35.2,-80.4,-22.72,-28.16,-35.16,-47.2,-66.7,-59.28,-16.31,-46.28,-28.33,-50.22,-30.81,0.0,-31.84,-68.7,-78.94,-29.42,-48.22,-74.0,-82.8,0.0,-39.6,-52.97
5,-89.7,-193.6,-150.2,-93.7,-146.2,-184.1,-196.2,-213.2,-138.6,0.0,-54.88,-124.0,-212.5,-116.56,-277.2,-81.1,-72.6,-211.0,-270.8,-246.4,-287.8,-182.1,-230.8,-232.2,-155.8,-287.0,-138.1,-110.0,-67.6,-332.5,-200.2,-176.2,-155.5,-158.1,-142.2,-154.4,-148.4,-221.1,-156.5,-136.8,-265.0,0.0,0.0,-166.2,0.0,-185.5,-216.1,-97.25,-232.8,-200.8,-131.6,0.0,-129.9,-116.44,-184.8,-153.6,-243.9,-225.5,-213.1,-140.0,-176.4,-233.6,-185.5,-193.6,-209.0,-170.5,-254.9,-108.7,-84.9,-91.1,-162.4,-233.4,-191.0,-224.6,-79.3,-154.6,-133.8,-239.2,-244.1,-210.2,-144.4,-109.94,-106.75,-111.8,-135.1,0.0,-81.1,-156.6,-298.5,-137.0,-219.5,-239.1,-258.0,0.0,-156.5,-226.4
6,-24.67,-111.3,-75.8,-91.6,-62.8,-106.6,-87.94,-50.84,-117.4,0.0,-28.1,-91.7,-111.9,-47.94,-182.4,-62.97,-37.1,-109.9,-191.0,-167.5,-107.4,-51.7,-98.7,-136.8,-117.75,-135.4,-115.6,-47.4,-49.2,-146.1,-146.2,-116.6,-116.9,-80.1,-73.8,-65.0,-93.56,-136.9,-93.2,-61.2,-122.7,0.0,0.0,-112.94,0.0,-71.25,-15.35,-82.8,-101.6,-166.5,-44.0,0.0,-113.7,-120.2,-98.9,-120.5,-104.4,-127.56,-136.6,-112.8,-78.2,-159.2,-75.7,-61.3,-85.8,-132.1,-117.0,-85.44,-74.8,-15.41,-117.56,-189.6,-90.8,-130.6,-79.6,-91.4,-75.4,-159.4,-109.44,-129.5,-45.0,-34.8,-60.6,-74.8,-93.44,0.0,-48.03,-70.7,-144.5,-26.81,-131.8,-128.9,-145.6,0.0,-29.25,-114.6
7,-8.625,-44.6,-39.44,-42.34,-31.2,-61.3,-37.2,-56.2,-53.8,0.0,-25.4,-27.06,-36.44,-41.12,-51.88,-19.16,-46.72,-23.27,-47.5,-61.6,-40.72,-25.75,-23.05,-49.5,-56.6,-52.2,-30.5,-22.4,-36.06,-65.94,-44.53,-40.1,-47.1,-31.25,-18.6,-8.0,-33.97,-55.72,-50.34,-25.4,-34.12,0.0,0.0,-46.28,0.0,-43.1,-27.66,-28.08,-44.75,-52.94,-34.97,0.0,-43.8,-43.84,-40.12,-42.66,-38.7,-44.84,-46.2,-28.9,-20.6,-47.12,-33.25,-31.78,-47.75,-60.6,-44.1,-43.47,-28.06,-38.22,-42.1,-53.0,-46.0,-52.2,-11.5,-38.4,-27.7,-37.4,-60.62,-69.5,-31.3,-16.52,-38.22,-29.25,-52.4,0.0,-24.23,-60.5,-65.06,-20.0,-45.28,-52.47,-70.3,0.0,-42.25,-54.62
8,-33.22,-72.5,-71.5,-85.4,-69.2,-96.4,-41.03,-19.9,-78.8,0.0,-31.64,-59.75,-95.2,-38.38,-95.06,-42.06,-74.94,-74.25,-89.8,-135.6,-97.56,-67.7,-88.2,-116.4,-97.44,-92.8,-76.6,-56.8,-41.5,-97.0,-109.94,-73.2,-86.25,-71.3,-68.4,-50.0,-71.5,-90.2,-76.1,-76.2,-107.5,0.0,0.0,-74.0,0.0,-80.06,-53.28,-42.06,-92.0,-87.7,-91.56,0.0,-97.5,-66.94,-74.4,-85.7,-50.72,-92.2,-110.9,-79.8,-63.4,-86.8,-54.34,-67.2,-109.5,-126.7,-82.5,-77.56,-73.1,-62.53,-93.3,-95.3,-76.6,-88.6,-55.7,-55.6,-75.4,-77.0,-91.3,-124.1,-27.39,-52.44,-77.3,-76.1,-69.5,0.0,-44.6,-98.7,-94.2,-41.38,-80.06,-68.56,-89.7,0.0,-55.0,-97.44
9,-14.484,-37.62,-23.25,-23.02,-20.4,-40.38,-34.06,-34.16,-32.6,0.0,-6.8,-28.6,-16.88,-39.66,-41.66,-14.17,-16.9,-23.56,-44.25,-45.94,-58.84,-31.12,-19.75,-62.94,-42.03,-32.6,-34.97,-22.8,-14.586,-47.2,-35.94,-46.2,-27.23,-32.9,-23.8,-22.8,-38.16,-42.78,-27.45,-22.0,-46.0,0.0,0.0,-43.03,0.0,-24.9,-23.98,-33.28,-24.69,-51.38,-19.19,0.0,-25.62,-11.94,-13.05,-37.34,-42.44,-35.06,-49.78,-23.44,-9.4,-46.25,-34.6,-12.85,-39.7,-33.0,-35.47,-29.33,-8.53,-24.69,-35.53,-48.0,-32.2,-27.6,-33.12,-26.34,-15.9,-36.6,-30.56,-49.84,-14.914,-22.0,-21.55,-12.3,-16.95,0.0,-15.62,-21.0,-41.2,-19.12,-41.06,-33.94,-52.5,0.0,-36.25,-43.7
10,-29.08,-52.0,-35.9,-37.75,-51.4,-58.66,-56.0,-32.78,-46.6,0.0,-24.56,-41.94,-34.66,-38.16,-73.7,-6.1,-28.9,-28.9,-71.8,-59.7,-39.1,-35.75,-39.44,-64.75,-59.34,-47.8,-31.45,-33.0,-17.62,-68.25,-56.6,-46.4,-43.06,-35.94,-39.0,-25.0,-48.06,-67.1,-33.9,-32.8,-59.0,0.0,0.0,-51.97,0.0,-32.78,-45.2,-42.84,-51.03,-61.94,-13.9,0.0,-41.6,-24.56,-39.0,-59.34,-68.3,-50.5,-60.94,-33.9,-31.8,-80.6,-43.8,-46.44,-29.56,-61.5,-57.22,-24.89,-19.95,-32.16,-41.88,-62.34,-35.6,-49.2,-38.84,-50.25,-33.16,-47.0,-33.75,-50.78,-16.03,-29.1,-49.66,-50.66,-50.47,0.0,-24.4,-82.2,-49.0,-39.44,-44.0,-49.2,-62.34,0.0,-32.0,-54.66
11,-80.94,-102.8,-69.2,-88.4,-89.8,-64.1,-73.94,-97.44,-83.6,0.0,-30.2,-63.25,-102.7,-89.56,-67.75,-31.23,-46.3,-37.6,-119.4,-113.75,-68.8,-73.0,-66.2,-113.1,-112.0,-114.8,-68.0,-36.4,-30.92,-100.0,-90.75,-102.3,-106.44,-52.9,-67.8,-56.8,-101.56,-98.8,-122.1,-45.6,-132.2,0.0,0.0,-100.06,0.0,-120.5,-58.9,-64.9,-76.3,-119.56,-55.9,0.0,-83.8,-69.1,-94.4,-98.2,-96.8,-103.3,-82.9,-53.47,-76.6,-124.5,-77.8,-68.25,-75.2,-119.75,-74.56,-102.7,-41.5,-32.97,-80.2,-118.0,-77.6,-100.0,-59.47,-32.84,-80.75,-93.0,-78.75,-101.3,-20.36,-45.97,-76.4,-48.22,-77.3,0.0,-36.12,-91.2,-111.25,-51.2,-98.25,-60.12,-118.0,0.0,-68.25,-90.0
12,-17.45,-50.25,-35.2,-44.84,-32.0,-24.36,-39.56,-55.44,-36.2,0.0,-13.7,-38.7,-41.75,-35.2,-28.1,-26.6,-31.1,-25.86,-60.06,-48.75,-35.4,-28.64,-36.72,-55.62,-47.06,-39.6,-48.88,-29.4,-22.44,-64.0,-38.9,-59.6,-39.3,-30.94,-13.4,-10.2,-44.75,-35.28,-40.8,-22.4,-43.8,0.0,0.0,-49.66,0.0,-32.4,-29.7,-23.45,-32.38,-45.75,-35.75,0.0,-29.45,-35.06,-36.6,-51.16,-50.2,-57.16,-41.06,-24.84,-36.4,-48.6,-29.33,-20.6,-44.47,-47.3,-42.3,-20.14,-26.62,-20.52,-39.25,-49.66,-9.4,-58.2,-20.45,-33.8,-30.69,-44.4,-45.62,-48.25,-17.33,-5.02,-32.9,-29.3,-39.2,0.0,-18.88,-38.66,-54.22,-16.1,-48.12,-28.84,-63.0,0.0,-37.0,-43.4
13,-56.06,-203.1,-115.7,-134.5,-125.0,-226.9,-67.4,-208.5,-210.4,0.0,-81.56,-176.1,-210.4,-154.0,-134.4,-115.2,-190.9,-147.6,-245.0,-256.5,-207.2,-117.8,-134.6,-212.2,-256.5,-219.8,-185.8,-158.6,-114.56,-277.2,-199.5,-166.6,-280.2,-87.56,-56.0,-97.8,-178.2,-205.6,-186.9,-145.0,-200.6,0.0,0.0,-266.0,0.0,-173.4,-130.0,-163.9,-169.4,-238.2,-162.5,0.0,-98.4,-127.25,-95.06,-214.0,-194.0,-171.1,-193.6,-172.4,-216.8,-215.1,-184.6,-166.5,-200.5,-246.0,-231.9,-231.4,-38.97,-126.4,-169.5,-227.0,-83.4,-251.8,-160.1,-162.4,-122.9,-214.0,-261.2,-216.9,-74.75,-128.9,-107.1,-131.2,-155.9,0.0,-93.75,-163.6,-279.5,-98.25,-213.0,-199.2,-239.6,0.0,-228.0,-205.6
14,-46.22,-122.5,-120.0,-127.94,-117.4,-79.94,-94.9,-113.0,-154.6,0.0,-51.38,-41.78,-101.3,-114.25,-111.94,-91.1,-111.0,-96.94,-151.8,-172.6,-154.5,-109.25,-87.6,-172.9,-121.8,-107.4,-128.1,-54.0,-86.94,-168.1,-124.3,-159.4,-157.9,-102.56,-76.8,-64.0,-71.75,-121.3,-139.0,-69.2,-168.5,0.0,0.0,-137.5,0.0,-119.94,-95.4,-97.7,-105.75,-111.4,-120.7,0.0,-151.6,-106.7,-85.2,-142.1,-103.2,-140.1,-104.5,-84.6,-151.8,-131.8,-127.1,-40.12,-138.9,-159.1,-109.44,-104.9,-101.25,-78.8,-149.6,-165.6,-68.6,-172.6,-52.66,-107.1,-74.3,-106.4,-124.6,-189.1,-44.78,-50.16,-58.06,-109.56,-117.1,0.0,-59.9,-115.5,-119.94,-68.4,-147.9,-150.0,-182.4,0.0,-143.0,-126.0
15,-14.46,-47.84,-28.14,-25.33,-24.2,-32.88,-19.8,-40.62,-37.0,0.0,-7.35,-36.3,-39.7,-26.6,-39.88,-16.84,-21.52,-26.45,-55.47,-61.34,-44.0,-28.56,-20.84,-47.6,-37.2,-33.4,-31.8,-10.2,-13.93,-67.4,-43.3,-53.56,-50.56,-38.75,-19.0,-16.6,-31.83,-45.88,-43.2,-34.8,-45.9,0.0,0.0,-46.78,0.0,-34.34,-21.31,-29.4,-23.81,-53.44,-29.7,0.0,-41.16,-24.12,-34.4,-42.84,-42.12,-47.6,-35.84,-19.83,-19.2,-53.84,-29.86,-14.52,-33.56,-46.06,-29.62,-28.06,-20.7,-16.31,-36.75,-52.34,-43.8,-43.0,-43.3,-37.56,-22.05,-38.6,-34.28,-63.12,-20.52,-24.27,-12.09,-25.34,-29.36,0.0,-21.0,-40.5,-50.4,-11.95,-36.53,-47.72,-65.7,0.0,-31.25,-26.1
16,-4.61,-22.03,-16.25,-11.56,-23.4,-18.16,-13.45,-22.5,-31.4,0.0,-9.33,-23.56,-13.586,-15.6,-16.0,-11.98,-9.76,-12.9,-33.1,-25.16,-20.7,-14.48,-8.1,-23.66,-22.6,-16.8,-26.84,-15.8,-5.723,-24.7,-15.78,-19.66,-23.34,-24.83,-14.2,-4.6,-11.375,-20.42,-23.34,-18.4,-16.8,0.0,0.0,-10.13,0.0,-21.19,-7.27,-9.62,-18.75,-26.3,-7.17,0.0,-17.55,-17.7,-14.9,-19.17,-23.25,-21.8,-21.1,-12.8,-19.4,-21.75,-22.08,-7.63,-20.05,-27.31,-18.64,-9.8,-9.62,-12.55,-23.25,-29.67,-5.8,-13.6,-15.33,-9.08,-16.4,-23.6,-8.05,-29.22,-9.57,-4.44,-8.36,-17.14,-16.02,0.0,-8.89,-22.83,-28.4,-12.984,-24.2,-14.93,-21.67,0.0,-8.75,-23.48
17,-9.25,-20.39,-16.52,-12.82,-17.0,-28.38,-18.05,-19.16,-20.2,0.0,-9.4,-15.03,-12.734,-19.98,-24.4,-13.55,-15.55,-6.42,-21.48,-23.12,-17.64,-17.77,-10.44,-21.98,-19.34,-20.2,-18.66,-12.6,-11.82,-23.45,-21.47,-29.3,-20.0,-13.87,-18.6,-12.6,-24.62,-20.5,-22.55,-17.2,-14.29,0.0,0.0,-18.44,0.0,-16.6,-12.0,-18.4,-24.61,-25.55,-15.49,0.0,-16.48,-14.24,-20.6,-17.17,-14.375,-20.89,-14.5,-16.75,-14.4,-25.81,-20.4,-7.56,-22.69,-14.84,-20.47,-18.95,-13.9,-12.2,-21.23,-27.0,-11.0,-22.5,-11.08,-22.73,-13.64,-15.8,-12.164,-23.7,-10.445,-6.19,-16.48,-16.3,-9.72,0.0,-9.21,-16.17,-30.38,-12.65,-20.08,-18.67,-29.67,0.0,-13.5,-19.4
18,-1.292,-5.066,-2.635,-4.2,-3.2,-2.07,-2.0,-6.0,-5.0,0.0,-1.79,-3.25,-4.41,-1.62,-4.72,-2.0,-2.3,-3.58,-6.65,-6.34,-3.87,-3.7,-2.6,-6.027,-5.0,-5.4,-1.11,-1.6,-1.55,-6.668,-3.72,-4.0,-2.63,-2.8,-3.4,-2.0,-2.133,-4.78,-3.91,-2.8,-4.4,0.0,0.0,-5.86,0.0,-2.82,-3.98,-3.35,-4.24,-5.43,-3.8,0.0,-4.11,-3.4,-2.6,-5.5,-3.625,-3.35,-4.375,-2.0,-3.6,-6.85,-2.018,-2.79,-4.68,-6.37,-3.541,-2.22,-2.562,-1.61,-5.633,-6.332,-1.6,-3.5,-2.27,-2.9,-2.58,-4.8,-3.975,-6.45,-2.156,-3.3,-1.27,-1.89,-3.74,0.0,-1.099,-3.834,-6.363,-2.375,-4.02,-5.266,-6.0,0.0,-2.75,-3.7
19,-12.11,-27.81,-21.86,-10.23,-34.0,-19.55,-30.2,-35.88,-36.4,0.0,-1.7,-22.42,-29.83,-24.98,-37.62,-9.43,-12.8,-29.38,-34.84,-40.16,-33.66,-23.84,-22.02,-38.88,-33.0,-31.4,-28.1,-14.6,-18.56,-33.28,-33.0,-37.2,-31.31,-26.8,-30.8,-12.2,-23.4,-18.92,-32.53,-25.6,-32.44,0.0,0.0,-35.1,0.0,-31.38,-22.66,-42.94,-16.12,-33.94,-12.85,0.0,-33.4,-24.83,-32.66,-37.34,-26.69,-28.73,-25.83,-19.05,-19.6,-40.34,-14.41,-15.47,-20.73,-42.47,-20.9,-26.02,-4.438,-18.38,-21.08,-41.0,-13.8,-36.66,-17.56,-17.23,-19.36,-34.0,-32.47,-37.22,-22.62,-15.13,-27.17,-32.1,-25.95,0.0,-15.37,-31.83,-40.2,-18.9,-23.69,-22.23,-37.0,0.0,-37.0,-30.08
20,-34.94,-84.94,-61.34,-119.44,-133.2,-96.75,-86.2,-62.8,-99.6,0.0,-41.5,-48.38,-56.53,-50.66,-73.6,-38.25,-101.44,-89.6,-112.1,-74.94,-101.8,-59.0,-76.4,-117.56,-83.4,-58.0,-113.3,-45.8,-51.9,-127.6,-101.9,-61.4,-107.25,-72.0,-58.4,-81.8,-70.7,-93.75,-107.44,-54.0,-86.3,0.0,0.0,-93.4,0.0,-97.5,-83.8,-41.34,-75.9,-144.1,-70.0,0.0,-86.8,-61.47,-70.3,-85.3,-83.25,-92.7,-80.94,-73.75,-65.4,-137.5,-18.42,-60.25,-74.25,-106.25,-93.0,-97.0,-44.75,-48.8,-83.7,-113.0,-88.8,-90.0,-66.25,-62.3,-21.7,-88.0,-83.75,-120.44,-31.69,-28.89,-75.56,-84.6,-41.38,0.0,-54.3,-95.5,-89.75,-76.9,-75.5,-94.4,-131.0,0.0,-51.0,-97.56
21,-6.484,-14.57,-17.27,-13.82,-19.6,-18.5,-17.52,-17.25,-11.8,0.0,-10.22,-15.85,-17.7,-17.77,-25.12,-13.43,-14.36,-14.5,-26.03,-17.19,-21.61,-11.62,-16.95,-25.08,-16.0,-27.2,-17.2,-9.4,-10.62,-21.66,-23.31,-17.88,-12.85,-10.55,-21.2,-6.2,-14.47,-24.45,-22.69,-16.6,-21.1,0.0,0.0,-19.84,0.0,-18.2,-21.02,-14.54,-17.3,-23.95,-16.28,0.0,-15.05,-9.87,-16.69,-18.0,-21.8,-20.06,-20.1,-16.16,-14.0,-26.2,-11.625,-18.3,-21.89,-25.72,-19.6,-16.16,-13.31,-7.28,-21.73,-23.0,-18.8,-16.83,-9.16,-14.66,-10.52,-14.0,-16.72,-22.14,-5.85,-14.44,-10.4,-19.34,-13.76,0.0,-8.63,-16.33,-21.0,-7.875,-18.9,-16.0,-27.0,0.0,-15.25,-20.6
22,-11.29,-20.17,-17.14,-7.78,-18.8,-12.16,-12.32,-21.88,-24.4,0.0,-4.64,-15.1,-17.08,-13.94,-14.77,-9.0,-13.34,-18.16,-22.75,-24.19,-16.45,-12.92,-14.48,-28.36,-15.7,-15.88,-16.2,-6.2,-4.492,-22.92,-22.55,-23.72,-17.9,-10.78,-17.4,-8.2,-14.914,-21.4,-17.31,-20.67,-23.1,0.0,0.0,-23.92,0.0,-19.22,-6.46,-10.36,-14.35,-23.3,-16.84,0.0,-23.69,-13.22,-12.56,-22.83,-16.6,-21.66,-13.44,-20.55,-12.2,-25.84,-8.74,-13.28,-26.06,-22.3,-16.61,-14.44,-3.15,-5.91,-20.61,-28.33,-13.8,-22.33,-18.94,-12.54,-12.18,-19.0,-25.3,-21.7,-2.986,-7.86,-13.31,-11.0,-16.77,0.0,-9.875,-20.5,-24.88,-5.133,-18.92,-18.66,-32.34,0.0,-21.25,-15.62
23,-8.15,-6.61,-6.758,-7.03,-8.0,-11.21,-8.45,-8.55,-10.4,0.0,-4.3,-6.75,-5.684,-6.6,-13.38,-4.4,-3.7,-4.44,-8.85,-13.84,-5.79,-8.76,-7.2,-13.625,-10.45,-11.2,-8.23,-4.2,-4.812,-14.484,-11.75,-8.48,-9.27,-5.54,-6.2,-1.8,-8.03,-7.8,-9.43,-8.664,-9.56,0.0,0.0,-6.95,0.0,-3.1,-4.7,-11.24,-6.664,-14.96,-3.57,0.0,-8.11,-3.834,-6.5,-13.5,-10.67,-13.61,-8.9,-8.04,-4.2,-13.11,-7.516,-2.95,-10.93,-9.22,-5.61,-9.63,-1.825,-5.52,-11.086,-15.0,-5.6,-11.164,-8.66,-5.08,-6.3,-8.4,-10.16,-9.836,-3.172,-2.58,-5.72,-6.09,-9.96,0.0,-4.78,-9.664,-15.375,-4.0,-8.54,-10.55,-13.0,0.0,-4.75,-9.9
24,-62.22,-181.6,-112.56,-114.6,-126.2,-178.0,-147.0,-136.1,-205.2,0.0,-91.25,-169.0,-173.0,-84.6,-171.4,-85.5,-137.1,-124.9,-140.4,-208.9,-142.5,-124.75,-120.94,-160.0,-150.6,-72.8,-156.0,-41.0,-55.7,-254.2,-139.0,-163.4,-162.4,-93.5,-182.0,-53.0,-152.1,-145.0,-149.8,-105.3,-160.5,0.0,0.0,-136.6,0.0,-107.5,-77.06,-148.4,-119.56,-214.0,-92.6,0.0,-158.0,-66.1,-106.75,-128.5,-201.0,-159.9,-127.7,-125.8,-106.8,-223.5,-106.8,-59.38,-128.0,-167.4,-145.0,-91.4,-87.6,-68.6,-155.2,-199.0,-96.8,-157.0,-90.4,-98.56,-105.2,-203.0,-164.0,-155.4,-93.44,-99.8,-117.06,-171.1,-90.1,0.0,-66.3,-66.2,-161.4,-131.5,-162.8,-108.25,-179.0,0.0,-164.0,-171.9
25,-2.709,-10.086,-7.76,-5.516,-12.4,-11.72,-5.9,-7.875,-9.2,0.0,-1.6,-4.3,-7.64,-6.8,-10.28,-6.28,-7.24,-6.1,-8.2,-9.5,-6.33,-6.68,-7.55,-13.54,-10.9,-9.4,-14.68,-5.0,-6.83,-12.305,-9.84,-9.9,-9.38,-5.69,-7.0,-5.8,-11.7,-11.38,-7.24,-5.5,-11.1,0.0,0.0,-12.68,0.0,-9.3,-4.7,-8.28,-3.75,-12.8,-3.11,0.0,-5.74,-6.984,-6.85,-12.336,-10.484,-10.71,-10.05,-9.39,-8.2,-15.7,-10.36,-5.55,-6.69,-12.53,-9.52,-7.15,-4.836,-4.99,-11.07,-12.336,-9.2,-9.836,-10.72,-5.64,-5.23,-9.6,-8.55,-14.75,-4.086,-0.01,-6.01,-5.95,-4.0,0.0,-4.69,-12.4,-9.25,-8.0,-12.19,-8.836,-14.336,0.0,-9.25,-12.85
26,-26.66,-63.72,-33.5,-54.1,-48.6,-76.56,-79.06,-58.0,-61.6,0.0,-29.98,-49.22,-56.12,-52.97,-38.75,-31.56,-54.12,-68.2,-75.75,-78.8,-60.4,-54.7,-70.5,-71.06,-85.3,-64.0,-66.0,-20.6,-45.0,-84.4,-74.7,-58.53,-34.1,-39.75,-36.8,-20.6,-46.38,-80.44,-65.44,-61.16,-69.94,0.0,0.0,-78.8,0.0,-53.16,-39.88,-48.44,-38.62,-94.44,-41.78,0.0,-50.66,-54.9,-76.3,-69.56,-75.5,-49.44,-54.94,-43.4,-55.4,-76.4,-56.78,-45.94,-70.8,-52.28,-67.5,-38.38,-11.336,-29.73,-61.5,-91.0,-45.2,-71.0,-48.7,-67.0,-83.8,-56.6,-61.56,-88.44,-13.586,-17.52,-45.03,-62.38,-49.28,0.0,-34.72,-61.6,-84.5,-25.8,-42.5,-83.06,-87.0,0.0,-53.5,-84.3
27,-46.4,-132.2,-58.5,-77.8,-104.0,-108.9,-85.6,-76.0,-73.0,0.0,-33.1,-84.7,-120.8,-65.9,-133.2,-54.88,-22.72,-49.22,-95.5,-94.06,-87.25,-69.3,-61.97,-105.7,-63.34,-85.0,-97.0,-29.6,-38.75,-89.6,-90.2,-117.8,-63.34,-75.8,-70.2,-36.4,-81.9,-126.75,-118.06,-54.0,-69.3,0.0,0.0,-67.1,0.0,-72.8,-64.8,-61.34,-61.44,-102.8,-63.2,0.0,-68.7,-63.53,-103.8,-98.2,-97.25,-94.3,-51.34,-72.06,-40.2,-90.0,-62.44,-78.3,-71.4,-110.6,-92.3,-36.1,-37.06,-40.06,-86.94,-106.7,-45.0,-97.8,-50.34,-55.44,-58.1,-90.6,-106.1,-103.56,-41.5,-37.03,-71.9,-74.7,-87.44,0.0,-48.8,-127.4,-129.5,-36.66,-106.0,-95.5,-101.0,0.0,-101.5,-94.06
